,Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Company,Status,Latitude,Approximate Volume Released (m3),Substance,Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program,Longitude,Release of substance,Alberta,Manitoba,British Columbia,Saskatchewan,Ontario,New Brunswick,Nova Scotia,Quebec,Northwest Territories,Natural,Unknown Land,Forests,Industrial,Agricultural Cropland,Shrub Land,Vegetative Barren,Tundra / Native Prairie / Parks,Barren Land,Small Commeicial,Water / Wetlands,Residential,Frost heave,Freeze-thaw,Frozen components,Soil/Slope,High winds,Rains/Floods,Adverse weather,Month of occurrence,Spring,Summer,Fall,Winter
862,INC2016-023,Release of Substance,2/12/2016,Dartmouth,Maritimes & Northeast Pipeline Management Ltd.,Closed,44.6777652,0.5,Natural Gas - Sweet,Gas,No,2016,2016-02-12,2016/02/12 02:00:00 PM Atlantic,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),6/21/2017,Yes,No,Natural Gas - Sweet,0.5,No,No,,,,,,,,,,,0,OPR,Halifax Lateral,323.9,126.1401343,Natural Gas,,,,,Canada,No,No,No,No,5,124.4,Level I,Standard Review - 168 days,No,,"Station/Facility, Metering, Delivering, Valve, Ball, Stem",CSA Z662-99,NPS 10,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-63.5970225,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
863,INC2016-027,Release of Substance,3/3/2016,Halifax Regional Municipality,Maritimes & Northeast Pipeline Management Ltd.,Closed,44.677392,1,Natural Gas - Sweet,Gas,No,2016,2016-03-03,2016/03/03 10:00:00 AM Central,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),6/22/2017,No,No,Natural Gas - Sweet,1,No,No,,,,,,,,,,,0,OPR,Halifax Lateral,323.9,126.1401343,Natural Gas,,,,,Canada,Yes,No,No,No,5,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-63.596725,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
864,INC2016-024,Release of Substance,2/14/2016,Cromer,Enbridge Pipelines Inc.,Closed,49.7,3,Crude Oil - Sweet,Liquid,No,2016,2016-02-13,2016/02/13 02:30:00 PM Central,Short-term interruption,Transmission,Operation,Other Control System,1/19/2017,Yes,No,Crude Oil - Sweet,3,No,No,,,,,,,,,,,0,OPR,Line 2,"1219.00000000, 609.40000000, 610.00000000",1282.304863,Crude Oil,Cromer Pump Station,,,,Canada,Yes,No,No,No,3,985.8,Level I,Standard Review - 168 days,No,,"Station/Facility, Pumping, Fitting, Swage, Body",,NPS 3/4,Stainless Steel,,,,,,,,,,,,2015,2015,,,,,,,,,,,No,,,No,7/31/2015,Visual,No,No,7/31/2015,Replacement,No,-101.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
865,INC2016-025,Serious Injury (CER or TSB),2/16/2016,Fox Creek,NOVA Gas Transmission Ltd.,Closed,54.45,0,Not Applicable,Not Applicable,Yes,2016,2016-02-04,2016/02/04 12:30:00 PM Mountain,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),6/30/2016,No,No,,,,No,,,,,Fracture,1,,No,,,0,OPR,,,,,,,,,Canada,No,No,No,No,3,KP 0+000,Level II,Category B,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-117.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
866,INC2016-026,Fire,2/24/2016,Claireville,TransCanada PipeLines Limited,Closed,43.744167,0,Not Applicable,Not Applicable,No,2016,2016-02-22,2016/02/22 12:25:00 PM Eastern,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),8/2/2016,No,No,,,,No,,Welding or Cutting,,,,,,,,,0,OPR,King's North Connection Pipeline,,,,,,,,Canada,No,No,No,Yes,3,Kp0+250,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-79.633611,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
867,INC2016-028,Release of Substance,3/24/2016,9000,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.8618104,1,Natural Gas - Sweet,Gas,No,2016,2016-03-23,2016/03/23 04:00:00 PM Atlantic,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),7/19/2016,No,No,Natural Gas - Sweet,1,No,No,,,,,,,,,,,0,OPR,Mainline,"762.00000000, 863.60000000",574.8807991,Natural Gas,Waasis Custody Transfer Station,,,,Canada,No,No,No,No,3,462,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-66.5829674,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
868,INC2016-032,Release of Substance,4/4/2016,Windsor,Kinder Morgan Cochin ULC,Closed,42.2878692,0.0182,Propane,Gas,No,2016,2016-04-04,2016/04/04 01:41:00 PM Eastern,No pipeline interruption,Transmission,Operation,3rd Party / Other Company,1/19/2017,Yes,No,Propane,0.0182,No,No,,,,,,,,,,,0,OPR,Canadian Eastern Section - Detroit River Crossing,323.9,2.11168383,Natural Gas Liquids,,,,,Canada,Yes,No,No,No,3,,Level I,Standard Review - 168 days,No,,"Pipeline, Valve, Gate, Seal/Packing",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,1/2/2006,Visual,Yes,No,1/2/2006,Repair,Yes,-83.09267014,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
869,INC2016-029,Release of Substance,3/31/2016,Chetwyn,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.3315,10.23,Contaminated Water,Miscellaneous,No,2016,2016-03-31,2016/03/31 08:05:00 AM Mountain,No pipeline interruption,Processing,Operation,Employee / Contractor (Onsite),7/7/2017,Yes,No,Contaminated Water,10.23,No,No,,,,,,,,,,,0,PPR,"24"" GRIZZLY PIPELINE LOOP",610,16.59602333,Natural Gas Sour,,,,,Canada,Yes,No,No,No,3,,Level I,Standard Review - 168 days,No,,"Processing Plant, Sulphur plant",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,,No,Yes,,,No,-121.5632,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
870,INC2016-033,Release of Substance,4/6/2016,4000,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.83,913,Natural Gas - Sweet,Gas,No,2016,2016-03-29,2016/03/29 03:45:00 PM Mountain,No pipeline interruption,Gathering,Operation,SCADA,6/30/2016,Yes,No,Natural Gas - Sweet,913,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,4,,Level I,Standard Review - 168 days,No,,"Station/Facility, Metering, Delivering, Heater",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-120.404,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
871,INC2016-036,Fire,4/15/2016,White City,Enbridge Pipelines Inc.,Closed,50.3828,0,Not Applicable,Not Applicable,No,2016,2016-04-14,2016/04/14 10:30:00 AM Central,No pipeline interruption,Transmission,Operation,Public,8/2/2016,No,No,,,,No,,Other Event (Nature or 3rd Party),,,,,,,,,0,OPR,Alberta Clipper (Line 67),,,,,,,,Canada,No,No,Yes,No,3,KP671.1833526+D59.4298552,Level II,Category B,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-104.2975,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
872,INC2016-034,Release of Substance,4/7/2016,"Isaacs Harbour, Guysborough County",ExxonMobil Canada Properties,Closed,45.17170605,716,Natural Gas - Sweet,Gas,No,2016,2016-04-05,2016/04/05 01:00:00 PM Atlantic,No pipeline interruption,Processing,Operation,Employee / Contractor (Onsite),10/18/2016,Yes,No,Natural Gas - Sweet,716,No,No,,,,,,,,,,,0,PPR,Sable Offshore Energy Project,"1362.40000000, 219.10000000, 304.80000000, 457.20000000, 660.00000000",416.613585,Natural Gas,GOLDBORO GAS PLANT,,45.17170605,-61.61267605,Canada,Yes,No,No,No,3,,Level I,Standard Review - 168 days,No,,"Processing Plant, Controls",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,3/11/2016,Visual,Yes,No,1/16/2016,Replacement,Yes,-61.61267605,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
873,INC2016-035,Release of Substance,4/8/2016,"Kenogami, ONo",TransCanada PipeLines Limited,Closed,48.131264,5.2,Natural Gas - Sweet,Gas,No,2016,2016-04-08,2016/04/08 03:15:00 PM Eastern,Short-term interruption,Transmission,Maintenance,Employee / Contractor (Onsite),4/3/2018,Yes,No,Natural Gas - Sweet,5.2,Yes,No,,,,,,,,,,,0,OPR,Line 100-1 (Central section),,,,,,,,Canada,No,No,Yes,No,3,KP 13.9,Level I,Standard Review - 168 days,No,,"Pipeline, Pipe, Body", API 5LX-X52 (1958),NPS 30,Carbon Steel,359 - X52,,9.5 mm = 0.375 in,,9.3,6895,,5,,,,1958,1958,-0.899,,Straight,Double Submerged Arc Welding,3 o'clock,External,,Intact,Field Applied,1958,No,Replacement,4/13/2016,No,9/11/2013,Inline Inspection (ILI),Yes,No,,Replacement,Yes,-80.215544,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
874,INC2016-037,Fire,4/19/2016,Brampton,TransCanada PipeLines Limited,Closed,43.74,0,Not Applicable,Not Applicable,No,2016,2016-04-18,2016/04/18 02:00:00 PM Eastern,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),6/30/2016,Yes,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,King's North Connection Pipeline,,,,,,,,Canada,No,No,Yes,No,3,KP 2+200m,Level I,Standard Review - 168 days,No,,Vehicle / mobile equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-79.63,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
875,INC2016-038,Fire,4/23/2016,"Maple, Ontario",TransCanada PipeLines Limited,Closed,43.874375,0,Not Applicable,Not Applicable,No,2016,2016-04-23,2016/04/23 12:45:00 PM Eastern,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),10/20/2016,No,No,,,,No,,Welding or Cutting,,,,,,,,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,STN 130 - MAPLE,,43.87374203,-79.57983402,Canada,Yes,No,No,No,4,MLV 130 +0,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-79.578986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
876,INC2016-041,Fire,5/3/2016,"Langbank, SK",Enbridge Pipelines Inc.,Closed,50.0126,0,Not Applicable,Not Applicable,No,2016,2016-05-03,2016/05/03 12:00:00 PM Central,No pipeline interruption,Transmission,Operation,Landowner,12/9/2016,No,No,,,,No,,Under Investigation or Unknown,,,,,,,,,0,OPR,,,,,,Meter,,,Canada,Yes,Yes,Yes,Yes,3,888,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-102.1408,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
877,INC2016-042,Operation Beyond Design Limits,5/4/2016,"North west of Manning, Alberta",NOVA Gas Transmission Ltd.,Closed,57.191887,0,Not Applicable,Not Applicable,No,2016,,2016/04/26 10:00:00 AM Mountain,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),3/2/2017,No,No,,,,No,,,,,,,,,Over Pressure,,0,OPR,NORTH CENTRAL CORRIDOR,"1067.00000000, 609.60000000",378.5193526,Natural Gas,,Meter,,,Canada,Yes,No,No,No,3,not applicable,Level I,Standard Review - 168 days,No,INC2016-044,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-118.193875,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
878,INC2016-044,Operation Beyond Design Limits,5/11/2016,"Hussar, AB",NOVA Gas Transmission Ltd.,Closed,51.09872674,0,Not Applicable,Not Applicable,No,2016,,2016/05/09 01:00:00 PM Mountain,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),7/31/2017,Yes,No,,,,No,,,,,,,,,Over Pressure,,0,OPR,EAS M/L (TORRINGTON C/S - PRINCESS) - NPS 30,762,194.3496315,Natural Gas,HUSSAR,,51.09872674,-112.6387157,Canada,Yes,No,No,No,3,,Level I,Standard Review - 168 days,No,INC2016-042,"Station/Facility, Compression, Instrumentation and controls",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-112.6387157,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
879,INC2016-043,Release of Substance,5/11/2016,"Smokey Lake, AB",NOVA Gas Transmission Ltd.,Closed,54.097121,370,Natural Gas - Sweet,Gas,No,2016,,2016/05/10 03:30:00 PM Mountain,Long-term interruption,Transmission,Operation,Employee / Contractor (Onsite),7/12/2017,Yes,No,Natural Gas - Sweet,370,Yes,No,,,,,,,,,,,0,OPR,MONS LAKE LATERAL - NPS 4,114.3,12.14905105,Natural Gas,,,,,Canada,No,No,Yes,No,3,kp 0.31km,Level I,Standard Review - 168 days,No,,"Pipeline, Pipe, Body", CSA Z245.3 Gr.42 (1972),NPS 4,Carbon Steel,290 - X42,,2.8 mm = 0.109 in,,2.7,8620,,4570,,1.4,,1975,1976,-1375,,Straight,Electric Resistance Welded,12 o'clock,External,Polyethylene Tape Wrap,Disbonded,Field Applied,1975,No,Replacement,5/14/2016,Yes,,,No,Yes,,,No,-112.562914,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
880,INC2016-045,Operation Beyond Design Limits,5/12/2016,"Hardisty, Alberta",Enbridge Pipelines Inc.,Closed,52.637465,0,Not Applicable,Not Applicable,No,2016,2016-05-11,2016/05/11 02:50:00 PM Mountain,Short-term interruption,Transmission,Operation,SCADA,3/2/2017,Yes,No,,,,No,,,,,,,,,Over Pressure,,0,OPR,Line 4,"1219.00000000, 864.00000000, 914.00000000",1248.909872,Crude Oil,,Valve,,,Canada,No,No,No,No,3,N/A - occurred within a facility ,Level I,Standard Review - 168 days,No,,"Station/Facility, Metering, Delivering, Valve, Pressure relief, Rupture disk",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,4/27/2016,Visual,No,No,4/27/2016,Replacement,No,-111.277537,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
881,INC2016-046,Fire,5/13/2016,"Upsala,ON",TransCanada PipeLines Limited,Closed,48.877764,0,Not Applicable,Not Applicable,No,2016,2016-05-12,2016/05/12 01:00:00 PM Eastern,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),8/26/2016,Yes,No,,,,No,,Housekeeping,,,,,,,,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,,,,,Canada,No,Yes,No,Yes,4,63-1+13 km,Level I,Standard Review - 168 days,No,,Vehicle / mobile equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-89.989258,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
882,INC2016-048,Release of Substance,5/18/2016,New Westminister,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.85011511,260,Natural Gas - Sweet,Gas,No,2016,2016-05-17,2016/05/17 05:50:00 PM Pacific,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),3/2/2017,Yes,No,Natural Gas - Sweet,260,No,No,,,,,,,,,,,0,OPR,"SPECTRA - 30"" MAINLINE","168.30000000, 762.00000000",1274.364117,"Natural Gas, Natural Gas Sweet","30"" - 36"" Crossover",,55.85011511,-121.234982,Canada,No,No,Yes,No,3,8.4,Level I,Standard Review - 168 days,No,,"Pipeline, Instrumentation and controls",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-121.234982,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
883,INC2016-049,Fire,5/18/2016,Manning,NOVA Gas Transmission Ltd.,Closed,57.18901,0,Not Applicable,Not Applicable,No,2016,2016-05-17,2016/05/17 08:00:00 AM Mountain,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),8/2/2016,No,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,PEACE RIVER M/L EXTENSION - NPS 20,508,37.92135151,Natural Gas,,Meter,,,Canada,Yes,No,No,No,3,0,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-118.1927,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
884,INC2016-050,Release of Substance,5/18/2016,Taylor BC,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14410425,39.7,Natural Gas - Sour,Gas,Yes,2016,2016-05-17,2016/05/17 11:25:00 PM Pacific,No pipeline interruption,Gathering,Operation,SCADA,9/20/2016,Yes,No,Natural Gas - Sour,39.7,No,No,,,,,,,,,,,0,OPR,,,,,TAYLOR (STN 1) (STN 1),,56.14410425,-120.6639331,Canada,Yes,No,No,No,3,0,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Fitting, Nipple, Body",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-120.404,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
885,INC2016-051,Fire,5/24/2016,Calstock,TransCanada PipeLines Limited,Closed,49.763023,0,Not Applicable,Not Applicable,No,2016,2016-05-23,2016/05/23 06:20:00 PM Eastern,No pipeline interruption,Transmission,Operation,3rd Party / Other Company,10/20/2016,No,No,,,,No,,Other Event (Nature or 3rd Party),,,,,,,,,0,OPR,Line 100-1 (Central section),,,,,Meter,,,Canada,Yes,No,No,No,3,MLV 86 + 0,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-84.918336,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
886,INC2016-052,Operation Beyond Design Limits,5/24/2016,Regina,Enbridge Pipelines Inc.,Closed,50.445,0,Not Applicable,Not Applicable,No,2016,,2016/05/23 10:38:00 PM Mountain,Short-term interruption,Transmission,Operation,Other Control System,3/2/2017,Yes,No,,,,No,,,,,,,,,Over Pressure,,0,OPR,Line 1,"508.00000000, 864.00000000",1255.999121,Crude Oil,,,,,Canada,Yes,No,No,No,5,704,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-104.618,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
887,INC2016-053,Fire,5/25/2016,Cornwall,Niagara Gas Transmission Limited,Closed,44.99889836,0,Not Applicable,Not Applicable,No,2016,2016-05-25,2016/05/25 03:00:00 AM Eastern,No pipeline interruption,Transmission,Operation,3rd Party / Other Company,6/30/2016,No,No,,,,No,,Other Event (Nature or 3rd Party),,,,,,,,,0,OPR,Cornwall Pipeline,"323.80000000, 323.90000000",15.50531297,Natural Gas,,,,,Canada,No,Yes,No,Yes,5,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-74.74072784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0
888,INC2016-066,Release of Substance,6/30/2016,Chetwynd,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56909171,725,Contaminated Water,Miscellaneous,No,2016,2016-06-16,2016/06/16 08:00:00 AM Pacific,No pipeline interruption,Processing,Operation,Employee / Contractor (Onsite),3/2/2017,No,No,Contaminated Water,725,No,No,,,,,,,,,,,0,PPR,,,,,PINE RIVER GAS PLANT (PRGP),,55.56909171,-121.9446616,Canada,No,Yes,No,No,3,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-121.9446616,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0
889,INC2016-054,Fire,5/27/2016,Pembroke,TransCanada PipeLines Limited,Closed,45.74530152,0,Not Applicable,Not Applicable,No,2016,2016-05-27,2016/05/27 11:04:00 AM Eastern,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),12/22/2016,Yes,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,Line 1200-1,914.4,431.7076581,Natural Gas,STN 1211 - PEMBROKE,,45.74530152,-77.10493802,Canada,Yes,No,No,No,3,1211,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Piping, Body",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,6/25/2015,Visual,Yes,No,6/25/2015,Testing of Functionality,Yes,-77.10493802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
890,INC2016-055,Release of Substance,6/3/2016,Fort St. John BC,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.2213,1,Natural Gas - Sour,Gas,Yes,2016,2016-05-31,2016/05/31 12:00:00 PM Pacific,Short-term interruption,Gathering,Operation,Employee / Contractor (Onsite),3/31/2017,No,No,Natural Gas - Sour,1,No,No,,,,,,,,,,,0,OPR,"10"" Dahl Pipeline",273.1,30.95531555,Natural Gas Sour,,Meter,,,Canada,No,No,Yes,No,3,2.99,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-120.3812,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
891,INC2016-056,Operation Beyond Design Limits,6/3/2016,"Assumption, AB",NOVA Gas Transmission Ltd.,Closed,58.476598,0,Not Applicable,Not Applicable,No,2016,,2016/05/10 05:34:00 PM Mountain,No pipeline interruption,Transmission,Operation,Scheduled Patrol,9/1/2017,No,No,,,,No,,,,,,,,,Exposure in a Waterbody,,0,OPR,PEACE RIVER M/L (ZAMA LAKE TO VALLEYVIEW) - NPS 20,508,473.8243833,Natural Gas,,,,,Canada,No,Yes,Yes,No,3,,Level I,Standard Review - 168 days,No,INC2017-064,"Pipeline, Pipe, Body",1973,NPS 20,Carbon Steel,359 - X52,,5.6 mm = 0.219 in,,5.6,5650,4520,3667,,,,1973,1973,-1.69,,Straight,Double Submerged Arc Welding,,External,Polyethylene Tape Wrap,Intact,Field Applied,1973,No,,3/1/2017,No,1/16/2017,Inline Inspection (ILI),Yes,No,3/1/2017,Repair,No,-118.571115,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0
892,INC2016-057,Fire,6/10/2016,"Edson, AB",NOVA Gas Transmission Ltd.,Closed,53.48753071,0,Not Applicable,Not Applicable,No,2016,2016-06-09,2016/06/09 02:00:00 PM Mountain,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),6/13/2017,Yes,No,,,,No,,Other Event (Nature or 3rd Party),,,,,,,,,0,OPR,EDSON M/L LOOP #3 (ROBB SECTION) - NPS 48,1219,30.62212003,Natural Gas,,Meter,,,Canada,Yes,No,No,No,3,103.25 km,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Valve, Ball, Seal/Packing",,NPS 2,Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,6/3/2016,Visual,Yes,No,6/3/2016,Testing of Functionality,Yes,-116.4639415,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
